name,abbrev,category,metric,value,index
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,18.670021985,2020-01-10
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,0.70839875,2020-01-11
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,5.122883175,2020-01-12
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,0.155917925,2020-01-13
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,24.73491235,2020-01-14
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,2.3706915909,2020-01-28
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,76.2618439568,2020-01-29
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,10.0746140227,2020-01-30
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,8.3556974159,2020-01-31
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,5.0579710455,2020-02-01
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,85.438018875,2020-02-02
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,76.0406680864,2020-02-03
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,129.2719092295,2020-02-04
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,36.1965220227,2020-02-05
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,27.0603525386,2020-02-06
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,0.2570475455,2020-02-07
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,0.0179284091,2020-02-08
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,29.4811327591,2020-02-09
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,56.9300718955,2020-02-10
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,13.5402751955,2020-02-11
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,17.8544869318,2020-02-12
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,3.0049577727,2020-02-13
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,38.3396356136,2020-02-14
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,3.9471949545,2020-02-15
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,0.9429338182,2020-02-16
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,23.567332,2020-02-17
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,48.8810583636,2020-02-18
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,57.76288525,2020-02-19
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,61.4744025227,2020-02-20
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,32.8261811818,2020-02-21
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,13.3840098636,2020-02-22
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,53.0365421591,2020-02-23
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,0.0721947727,2020-02-24
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,68.2692760682,2020-02-25
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,0,2020-02-26
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,0,2020-02-27
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,59.432584,2020-02-28
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,4.6582680682,2020-02-29
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,41.6013399917,2020-03-01
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,20.1835529521,2020-03-02
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,22.9883349083,2020-03-03
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,19.1138617562,2020-03-04
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,0,2020-03-05
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,38.7783327875,2020-03-06
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,16.9573630625,2020-03-07
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,19.469312075,2020-03-08
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,2.9437485,2020-03-09
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,63.4649581417,2020-03-10
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,84.6559663458,2020-03-11
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,86.0178962063,2020-03-12
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,63.8338521229,2020-03-13
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,3.9952851667,2020-03-14
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,88.53545,2020-03-15
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,14.414574,2020-03-16
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,24.5465772083,2020-03-17
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,62.0041410625,2020-03-18
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,78.042545,2020-03-19
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,24.6985139167,2020-03-20
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,35.6231257708,2020-03-21
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,28.50545225,2020-03-22
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,14.83885525,2020-03-23
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,0.2831674167,2020-03-24
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,24.6247304167,2020-03-25
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,6.5525795208,2020-03-26
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,85.4579789792,2020-03-27
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,2.9551444058,2020-03-28
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,30.2521972385,2020-03-29
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,15.88320125,2020-03-30
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,114.6959669827,2020-03-31
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,94.6420960654,2020-04-01
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,3.9751069962,2020-04-02
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,13.4938150115,2020-04-03
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,5.5755293115,2020-04-04
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,12.2944444788,2020-04-05
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,20.5277632788,2020-04-06
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,1.77321675,2020-04-07
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,1.673672175,2020-04-08
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,27.7709778865,2020-04-09
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,6.6181294385,2020-04-10
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,25.3114440212,2020-04-11
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,84.6022124788,2020-04-12
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,7.7397214596,2020-04-13
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,2.0204536679,2020-04-14
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,0.8109021429,2020-04-15
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,1.2508742786,2020-04-16
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,35.0953227196,2020-04-17
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,25.9802323339,2020-04-18
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,21.092630375,2020-04-19
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,81.4647110179,2020-04-20
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,40.8758351839,2020-04-21
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,4.4159675893,2020-04-22
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,16.19953825,2020-04-23
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,1.8803000893,2020-04-24
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,0.3809285714,2020-04-25
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,24.3188857857,2020-04-26
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,62.1215362321,2020-04-27
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,49.07861875,2020-04-28
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,0.0237150714,2020-04-29
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,65.7382311786,2020-04-30
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,2.5292133036,2020-05-01
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,0,2020-05-02
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,5.8663349643,2020-05-03
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,5.4568173571,2020-05-04
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,0.0957682143,2020-05-05
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,7.2714587857,2020-05-06
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,13.4557951786,2020-05-07
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,18.37308575,2020-05-08
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,7.651470875,2020-05-09
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,44.1659923214,2020-05-10
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,35.1349993393,2020-05-11
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,18.5842379464,2020-05-12
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,1.4047381786,2020-05-13
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,42.8026099107,2020-05-14
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,65.8915130714,2020-05-15
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,3.4756214821,2020-05-16
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,30.8571565714,2020-05-17
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,7.0629374286,2020-05-18
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,79.0810481964,2020-05-19
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,20.4795358036,2020-05-20
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,0.8261985714,2020-05-21
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,35.9635416071,2020-05-22
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,80.1353328036,2020-05-23
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,38.8170029107,2020-05-24
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,56.5012613929,2020-05-25
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,3.8441748036,2020-05-26
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,17.9014786071,2020-05-27
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,29.0038380536,2020-05-28
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,7.8606629107,2020-05-29
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,65.8047658929,2020-05-30
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,74.4490544286,2020-05-31
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,102.9900291964,2020-06-01
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,35.2908551429,2020-06-02
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,3.0901531964,2020-06-03
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,11.0189115,2020-06-04
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,65.4225707321,2020-06-05
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,67.5847443929,2020-06-06
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,0,2020-06-07
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,0,2020-06-08
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,0,2020-06-09
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,0,2020-06-10
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,20.8908983929,2020-06-11
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,8.8738698214,2020-06-12
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,60.7090540536,2020-06-13
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,34.4319781429,2020-06-14
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,75.6106653036,2020-06-15
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,23.4357390536,2020-06-16
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,7.32839575,2020-06-17
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,8.5302119464,2020-06-18
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,25.8949076607,2020-06-19
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,13.8047991607,2020-06-20
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,13.9575250893,2020-06-22
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,27.20868825,2020-06-23
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,29.0279234464,2020-06-24
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,91.7402302679,2020-06-25
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,75.8033958214,2020-06-26
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,97.4309565893,2020-06-27
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,19.16736675,2020-06-28
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,24.5532223036,2020-06-29
Albuquerque New Mexico Day Ahead GEFS ghi,Alb. New Mex. Day Ahe. GEFS ghi,date,crps,0,2020-06-30
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,total,crps,19.282735127,0
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,year,crps,19.282735127,2020
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,month,crps,20.6999711908,Jan
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,month,crps,12.5243062315,Feb
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,month,crps,26.5798683503,Mar
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,month,crps,22.2247472765,Apr
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,month,crps,17.3408307427,May
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,month,crps,15.8553583403,Jun
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,hour,crps,31.6843237805,10
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,hour,crps,34.4006223628,11
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,hour,crps,29.522701875,12
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,hour,crps,28.1870670884,13
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,hour,crps,23.7433565396,14
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,hour,crps,17.1468719831,15
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,hour,crps,9.2740514262,16
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,hour,crps,4.2869698196,17
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,hour,crps,1.0219088658,18
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,hour,crps,1.3336731443,5
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,hour,crps,4.8962563373,6
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,hour,crps,11.2288379261,7
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,hour,crps,19.5427526555,8
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,hour,crps,26.7914701067,9
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,46.4689287225,2020-01-01
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,20.2135447,2020-01-02
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,16.953959715,2020-01-03
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,16.124637675,2020-01-04
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,13.81031315,2020-01-05
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,0,2020-01-06
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,27.74335485,2020-01-07
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,35.10609455,2020-01-08
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,26.3913911475,2020-01-09
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,11.830356325,2020-01-10
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,12.111128225,2020-01-11
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,15.6363854,2020-01-12
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,1.8621619,2020-01-13
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,23.8036942,2020-01-14
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,18.932165475,2020-01-28
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,34.363689975,2020-01-29
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,23.1853991,2020-01-30
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,28.062276325,2020-01-31
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,15.018859575,2020-02-01
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,12.600218625,2020-02-02
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,7.76806285,2020-02-03
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,2.2540479182,2020-02-04
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,27.3784777023,2020-02-05
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,2.1009952273,2020-02-06
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,0,2020-02-07
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,0,2020-02-08
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,1.1813474614,2020-02-09
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,0,2020-02-10
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,0,2020-02-11
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,5.6178685227,2020-02-12
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,0.7600903364,2020-02-13
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,1.8285607114,2020-02-14
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,16.2133297455,2020-02-15
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,9.7279672227,2020-02-16
