name,abbrev,category,metric,value,index
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,47.6338954636,2020-02-17
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,13.0010144705,2020-02-18
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,0.0040393045,2020-02-19
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,0.0775065,2020-02-20
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,21.5051155182,2020-02-21
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,24.93921865,2020-02-22
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,22.3889114318,2020-02-23
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,0.8354671591,2020-02-24
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,0,2020-02-25
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,0.00266065,2020-02-26
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,8.1403060604,2020-02-27
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,77.9182169312,2020-02-28
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,38.8772118917,2020-02-29
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,53.7982567625,2020-03-01
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,0.3533456542,2020-03-02
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,0.0048989583,2020-03-03
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,10.4908834,2020-03-04
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,15.9188335708,2020-03-05
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,32.3957994229,2020-03-06
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,35.7032045312,2020-03-07
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,24.5944461875,2020-03-08
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,60.31506475,2020-03-09
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,51.5208290062,2020-03-10
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,45.6147139042,2020-03-11
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,22.4608242708,2020-03-12
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,15.6970160229,2020-03-13
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,24.6131862917,2020-03-14
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,29.2865513333,2020-03-15
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,23.9905264167,2020-03-16
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,16.6593105417,2020-03-17
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,9.5093236875,2020-03-18
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,38.3362319167,2020-03-19
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,5.6882012708,2020-03-20
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,54.7799346042,2020-03-21
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,44.2791614792,2020-03-22
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,49.6220305625,2020-03-23
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,21.8071199792,2020-03-24
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,45.3067405,2020-03-25
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,2.6728058542,2020-03-26
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,3.8715880417,2020-03-27
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,35.9993357292,2020-03-28
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,44.14040225,2020-03-29
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,2.4085323333,2020-03-30
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,2.136819625,2020-03-31
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,0.2578782708,2020-04-01
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,0,2020-04-02
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,6.58353875,2020-04-03
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,9.8811537292,2020-04-04
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,28.4555284167,2020-04-05
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,39.9050415265,2020-04-06
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,4.5574188688,2020-04-07
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,9.5853032225,2020-04-08
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,45.2776525236,2020-04-09
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,25.1552567125,2020-04-10
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,17.9587514875,2020-04-11
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,18.5956748321,2020-04-12
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,15.2438448571,2020-04-13
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,0,2020-04-14
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,0.0695553429,2020-04-15
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,55.4314597018,2020-04-16
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,49.2592630268,2020-04-17
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,54.3101892857,2020-04-18
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,16.3344764411,2020-04-19
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,69.0584419268,2020-04-20
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,2.9582653375,2020-04-21
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,2.6535277946,2020-04-22
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,20.8067831125,2020-04-23
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,15.8805093339,2020-04-24
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,27.1631498518,2020-04-25
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,63.6036779964,2020-04-26
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,9.8814981154,2020-04-27
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,0,2020-04-28
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,40.63203375,2020-04-29
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,5.4147610192,2020-04-30
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,11.8915147885,2020-05-01
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,13.5596728846,2020-05-02
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,0,2020-05-03
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,0.0295020962,2020-05-04
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,21.5118305769,2020-05-05
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,6.4162891154,2020-05-06
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,15.8722147115,2020-05-07
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,8.1991167308,2020-05-08
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,30.9218265577,2020-05-09
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,46.3512064423,2020-05-10
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,11.1081330192,2020-05-11
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,43.4340039615,2020-05-12
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,8.6839098654,2020-05-13
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,5.5139019423,2020-05-14
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,3.4746989615,2020-05-15
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,34.5415364615,2020-05-16
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,59.7291489038,2020-05-17
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,39.4529091731,2020-05-18
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,4.8330721154,2020-05-19
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,2.8651353846,2020-05-20
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,16.5335855385,2020-05-21
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,32.5949039286,2020-05-22
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,0.0040477679,2020-05-23
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,14.6294791607,2020-05-24
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,0,2020-05-25
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,0.0461165714,2020-05-26
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,0.1805935536,2020-05-27
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,0.0029206429,2020-05-28
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,25.8361464286,2020-05-29
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,18.32025375,2020-05-30
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,62.5113508214,2020-05-31
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,58.0460471607,2020-06-01
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,41.942759875,2020-06-02
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,50.9413317679,2020-06-03
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,1.1528792857,2020-06-04
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,31.2405525,2020-06-05
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,11.2026896964,2020-06-06
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,0,2020-06-07
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,0,2020-06-09
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,0,2020-06-10
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,11.4340950893,2020-06-11
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,11.6452124286,2020-06-12
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,2.5024954821,2020-06-14
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,0.4938043571,2020-06-16
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,0,2020-06-17
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,0.003243,2020-06-18
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,46.3866599464,2020-06-19
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,26.284404625,2020-06-20
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,1.5728885893,2020-06-21
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,0.7937806964,2020-06-22
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,68.2721906429,2020-06-23
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,1.6146475179,2020-06-25
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,7.1738947143,2020-06-26
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,18.9804577143,2020-06-28
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,0.1698210357,2020-06-29
Hanford California Day Ahead GEFS ghi,Han. Cal. Day Ahe. GEFS ghi,date,crps,0,2020-06-30
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,total,crps,17.5177756422,0
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,year,crps,17.5177756422,2020
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,month,crps,11.1128923542,Jan
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,month,crps,17.0640763518,Feb
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,month,crps,34.2443783274,Mar
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,month,crps,13.0992993571,Apr
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,month,crps,12.5957129804,May
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,month,crps,14.7020513318,Jun
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,hour,crps,29.6586948363,10
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,hour,crps,27.5285673512,11
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,hour,crps,26.2360592708,12
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,hour,crps,30.4816925446,13
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,hour,crps,22.4749144792,14
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,hour,crps,16.3304255404,15
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,hour,crps,8.0220610835,16
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,hour,crps,2.3049577733,17
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,hour,crps,0.1127348571,18
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,hour,crps,0.3661952345,4
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,hour,crps,2.9452440665,5
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,hour,crps,6.4727128045,6
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,hour,crps,12.6968756845,7
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,hour,crps,18.7655277232,8
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,hour,crps,22.6419145238,9
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,2.1627783864,2020-01-01
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,1.1267676227,2020-01-02
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,3.1381752818,2020-01-03
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,0.5988561364,2020-01-04
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,0,2020-01-05
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,0,2020-01-06
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,7.3059112909,2020-01-07
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,64.3914950182,2020-01-08
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,66.082365675,2020-01-09
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,1.0119148864,2020-01-10
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,0,2020-01-11
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,0.544984575,2020-01-12
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,0,2020-01-13
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,30.5759621841,2020-01-14
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,0,2020-01-28
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,5.8887241818,2020-01-29
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,16.9780905227,2020-01-30
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,0.2260366136,2020-01-31
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,0.0000581364,2020-02-01
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,100.0236975432,2020-02-02
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,16.2005771818,2020-02-03
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,1.1579417955,2020-02-04
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,12.3434345682,2020-02-05
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,19.4938271364,2020-02-06
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,0,2020-02-07
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,0.0335013409,2020-02-08
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,32.6915751591,2020-02-09
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,51.1147913864,2020-02-10
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,36.9164977727,2020-02-11
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,0.6725848182,2020-02-12
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,0.9754800909,2020-02-13
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,15.0807162045,2020-02-14
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,0.7366307045,2020-02-15
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,10.8189269773,2020-02-16
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,0.5873928636,2020-02-17
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,0.1388961591,2020-02-18
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,33.5367767273,2020-02-19
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,20.5154116591,2020-02-20
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,19.9306932955,2020-02-21
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,1.2803302045,2020-02-22
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,28.1927167045,2020-02-23
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,0,2020-02-24
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,0,2020-02-25
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,0,2020-02-26
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,11.7108143864,2020-02-27
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,64.3247580227,2020-02-28
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,16.3801833636,2020-02-29
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,128.8327981136,2020-03-01
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,66.2821511364,2020-03-02
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,87.5895771591,2020-03-03
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,0.0037897727,2020-03-04
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,46.6124592562,2020-03-05
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,35.6413128229,2020-03-06
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,5.0224385604,2020-03-07
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,35.3922013,2020-03-08
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,11.5343650646,2020-03-09
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,48.3371464562,2020-03-10
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,14.6776991771,2020-03-11
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,4.9161478146,2020-03-12
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,39.8631328808,2020-03-13
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,5.1832088712,2020-03-14
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,2.64268655,2020-03-15
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,24.0602060538,2020-03-16
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,20.05725675,2020-03-17
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,53.3478553923,2020-03-18
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,67.0266485481,2020-03-19
University of Arizona OASIS Day Ahead GEFS ghi,Uni. of Ari. OASIS Day Ahe. GEFS ghi,date,crps,48.0848813135,2020-03-20
